Company,Address,Phone,Fax,Email,Website,Contact person,Turnover  
Motip Dupli BV,Wolfraamweg 2  8471 XC Wolvega ,+31 561694400,+31 561694488,info@nl.motipdupli.com,http://www.motipdupli.com,Mr. J.K. Vogelsang,"75,000,000 EUR"
Motorenco BV,Parallelweg 103  1948 NL Beverwijk ,+31 251226741,+31 251212101,info@motorenco.nl,http://www.motorenco.nl,Mr. R. van den Berg,"9,446,087 EUR"
Mous Pompenbouw BV,Eigen Haard 41  8561 EX Balk ,+31 514608900,+31 514603820,info@mouspompenbouw.nl,http://www.mouspompenbouw.nl,  ,"13,523,610 EUR"
MRC Transmark BV,Vlotbrugweg 8  1332 AH Almere ,+31 365387387,+31 365387388,netherlands@mrctransmark.com,http://www.mrctransmark.com,Mr. M. Bras,"198,839,000 EUR"
MSC Information Retrieval Technologies BV,Hoogoorddreef 9  1101 BA Amsterdam Z.O. ,+31 206919550,+31 206965175,info@zylab.com,http://www.zylab.com,Mr. P.R. Varkevisser,"11,389,963 EUR"
MTU Benelux BV,Merwedestraat 86  3313 CS Dordrecht ,+31 786395777,+31 786148971,info@mtudd-benelux.com,http://www.mtudd-benelux.com,Mr. G.J. van Erkel,"62,952,632 EUR"
Mulder Marne BV,Noorderbaan 91  8256 PP Biddinghuizen ,+31 881333202,+31 321331234,,http://www.muldermarne.nl,Mr. H.M.A. Blonk,"27,277,490 EUR"
Multi's Beheer BV,Heliosstraat 14  5048 CB Tilburg ,+31 134561956,+31 134552943,info@multis.net,http://www.multis.net,Mr. P. Mes,"5,152,475 EUR"
Multisol Raambekleding BV,St. Hubertusstraat 4  6531 LB Nijmegen ,+31 243565565,+31 243556275,info@multisol.nl,http://www.multisol.nl,Mr. M.H.W. van Dijk,"1,832,240,000 EUR"
Multiweld B.V.,Riga 3  2993 LW Barendrecht ,+31 180641777,+31 180641770,info@multiweld.com,http://www.multiweld.com,Mr. J. Engelen,"10,000,000 EUR"
Mwm Benelux B.V.,Soerweg 13  3088 GR Rotterdam ,+31 102992666,+31 102992677,info@mwm.net,http://www.mwm.net,Mr. J.E. Petit,"63,565,000 EUR"
Möhringer Liften BV,Izaak Enschedeweg 42 -44  2031 CS Haarlem ,+31 235173300,+31 235173301,info@mohringer.nl,http://www.mohringer.nl,Mr. W. Bertel,"15,555,716 EUR"
N V O Transport B.V.,Osloweg 128  9723 BX Groningen ,+31 505410200,+31 505413512,,http://www.nvobv.nl,Mr. D. Drijfhout,"20,420,110 EUR"
N. Vriesekoop Alphen BV,Aluminiumstraat 93  2718 RB Zoetermeer ,+31 793614033,+31 172476091,steef@vriesekoop.com,http://www.vriesekoop.com,Mr. N.J. Vriesekoop,"37,267,972 EUR"
Nacap Support BV,Ommelanderwijk 8 A  9644 TL Veendam ,+31 598666900,+31 598666901,info@nacapsupport.nl,http://www.nacapsupport.nl,Mr. H. Lubben,"22,881,000 EUR"
Nalco Netherlands BV,Ir G Tjalmaweg 1  2342 BV Oegstgeest ,+31 715241100,+31 715241199,pagbenelux@nalco.com,http://www.nalco.com,Mrs. I.J.M. Wesselman-Bader,"15,054,000 EUR"
Nampak Cartons B.V.,Kooiweg 12  4631 SZ Hoogerheide ,+31 164611568,+31 164615701,mycartons.eu@mypackaging.com,http://www.mycartons.nl,Mr. O.A.M. Milbou,"77,633,000 EUR"
NassauIndus Deur BV,Koopvaardijweg 12  4906 CV Oosterhout ,+31 162476000,+31 162476092,info@nassau-indus.nl,http://www.nassau-indus.nl,Mr. M. Melkert,"13,000,000 EUR"
National Semiconductor B.V.,Delftechpark 19  2628 XJ Delft ,+31 157890050,+31 157890051,,,Mr. R.C. Hinke,"7,647,607 EUR"
Natudis Nederland BV,Daltonstraat 38  3846 BX Harderwijk ,+31 341464211,+31 341464230,info@natudis.nl,http://www.natudis.nl,Mrs. P. van der Linden,"710,800,000 EUR"
Nature's Management BV,Honderdland 70  2676 LS Maasdijk ,+31 174525901,+31 174525909,info@naturespride.nl,http://www.naturespride.nl,Mrs. S.S. Harris,"127,451,661 EUR"
Nautisch en Technisch Bureau Venteville BV,Sluisjesdijk 95  3087 AD Rotterdam ,+31 104140411,+31 104114470,info@venteville.nl,http://www.venteville.com,Mr. B. Bouwmeester,"5,100,000,000 EUR"
Navico Logistics Europe BV,Donker Duyvisweg 56  3316 BM Dordrecht ,+31 786530050,+31 786530001,info@navico.com,http://www.navico.com,Mr. C. Lester,"57,401,462 EUR"
Nayak Aircraft Service Netherlands B.V.,Fokkerweg 300  1438 AN Oude Meer ,+31 203161800,+31 206053405,info@nayak.nl,http://www.nayak.aero,Mr. C. Rijsdam,"29,572,551 EUR"
NCR Nederland B.V.,John M. Keynesplein 4  1066 EP Amsterdam ,+31 207151515,+31 207151111,info.nl@ncr.com,http://www.ncr.com,Mr. W.C. Koers,"86,968,000 EUR"
Necarbo BV,Noorderkade 28  1948 NR Beverwijk ,+31 251278300,+31 251214471,info@necarbo.com,http://www.necarbo.com,Mr. J.J.G. van Buul,"58,888,242 EUR"
Nedco Kunststoffen BV,'s-Gravenweg 346  2911 BK Nieuwerkerk a.d. IJssel ,+31 180317199,+31 180315714,aoudijk@nedco.nl,http://www.nedco.nl,Mr. J. Nederlof,"7,500,000 EUR"
Nedcon Magazijninrichting BV,Nijverheidsweg 26  7005 BJ Doetinchem ,+31 314334455,+31 314379444,info@nedcon.com,http://www.nedcon.com,Mr. D.J.H. Lansink,"115,766,000 EUR"
Nederlandse Onttinningsfabriek BV,Zwettestraat 34  8912 AV Leeuwarden ,+31 582125560,+31 582155911,info@ontginning.nl,http://www.onttinning.nl,Mr. A.H.J. Bosmans,"16,627,000 EUR"
Nedfern B.V.,Rietwijkeroordweg 10  1432 JE Aalsmeer ,+31 297346032,+31 297346155,sales@nedfern.nl,http://www.nedfern.nl,Mr. P.E. Katerberg,"10,414,263 EUR"
Nedfilter BV,Minervaweg 99  8239 DL Lelystad ,+31 888877111,+31 365312758,info@nedfilter.nl,http://www.flint.eu,Mr. H.J. Hannink,"16,980,000 EUR"
Nedmag Industries Mining & Manufacturing BV,Billitonweg 1  9641 KZ Veendam ,+31 598651202,+31 598651205,general@nedmag.nl,http://www.nedmag.nl,Mr. P.A. Schipper,"52,173,032 EUR"
Nedschroef Weert BV,Kanaaldijk N.W. 71  5707 LC Helmond ,+31 492589111,+31 492589237,info@nedschroef.nl,http://www.nedschroef.nl,Mr. G.A.A. Lathouwers,"430,000,000 EUR"
Nefit B.V.,Zweedsestraat 1  7418 BG Deventer ,+31 570678585,+31 570678586,consument@nefit.nl,http://www.nefit.nl,Mr. J.R. Slootweg,"289,593,000 EUR"
Nemag BV,Deltastraat 15  4301 RC Zierikzee ,+31 111418900,+31 111416154,info@nemag.com,http://www.nemag.com,Mr. R. Grootveld,"8,900,000 EUR"
Nemef B.V.,Papegaaiweg 35  7345 DK Apeldoorn ,+31 553128400,+31 553122087,info@nemef.nl,http://www.nemef.nl,Mr. P. Reijnders,"43,230,000 EUR"
Neopost Technologies BV,De Tijen 3  9201 BX Drachten ,+31 512589300,+31 512589399,technologies@neopost.com,http://www.neopost-technologies.nl,Mr. F. Bosveld,"28,801,000 EUR"
Nespresso Nederland BV,Burgemeester Stramanweg 106  1101 AA Amsterdam Z.O. ,+31 206918808,+31 206978982,info@nespresso.com,http://www.nespresso.nl,Mr. D. Blarer,"407,741,000 EUR"
Nestinox BV,Hallenweg 5 -6EN-7  5683 CT Best ,+31 499339000,+31 499339099,sales@nestinox.com,http://www.nestinox.com,Mr. L.A. Steegman,"11,871,841 EUR"
Nestlé Nederland BV,Spaklerweg 53  1099 BB Amsterdam ,+31 205699323,+31 205699789,info@nestle.nl,http://www.nestle.nl,  ,"478,364,000 EUR"
Nestlé Nederland BV,Industrieweg Oost 7  6662 NE Elst ,+31 481360111,+31 481373816,info@nestle.nl,http://www.nestle.com,  ,"478,364,000 EUR"
Neways Leeuwarden BV,Simon Vestdijkwei 2  8914 AX Leeuwarden ,+31 582154700,+31 582154701,leeuwarden@neways.nl,http://www.neways.nl,Mr. M. Postma,"283,901,000 EUR"
Nextiraone Nederland BV,"Laan van 's-Gravenmade 24  2495 AJ Gravenhage,'s- ",+31 704143500,+31 704143561,info@nextiraone.nl,http://www.nextiraone.eu/nl,Mr. J. Vandemortelen,"10,760,000 EUR"
Nickerson Zwaan BV,Schanseind 27  4921 PM Made ,+31 162690900,+31 162680970,info@nickerson-zwaan.com,http://www.nickerson-zwaan.com,Mr. R. Dar,"40,000,000 EUR"
Nicoverken Holland BV,Algerastraat 20  3125 BS Schiedam ,+31 102380999,+31 102380988,info@nicoverken.nl,http://www.nicoverken.nl,Mr. F.M. van Krugten,"6,099,520 EUR"
Nijburg Luchttechniek BV,Laan Corpus den Hoorn 108 -3  9728 JR Groningen ,+31 598361222,+31 598361220,mail@nijburg-lucht.nl,http://www.nijburg-lucht.nl,Mr. B.J. Bruning,"8,861,000 EUR"
Nijhof en Wassink BV,Galvanistraat 18  7461 JC Rijssen ,+31 548538000,+31 548538001,info@nijhof-wassink.com,http://www.nijhof-wassink.com,Mr. F.W. Schuitemaker,"170,956,000 EUR"
Nijkerk Computer Solutions BV,TOMMASO ALBINONISTRAAT 9  1083 HM Amsterdam ,+31 205041414,+31 206443729,ncs@nijkerk.nl,http://www.nijkerk.nl,Mr. E.A. Nijkerk,"54,599,017 EUR"
Nijkerk Electronics BV,TOMMASO ALBINONISTRAAT 9  1083 HM Amsterdam ,+31 205041424,+31 206423948,ne@nijkerk.nl,http://www.nijkerk.nl,Mr. E.F. Djie,"71,933,508 EUR"
Nijmeegse Betonindustrie De Hamer BV,Weezenhof 9307  6536 AE Nijmegen ,+31 243441244,+31 243448838,info@dehamer.nl,http://www.dehamer.nl,Mr. A.J. Veenstra,"179,442,000 EUR"
Nikon Europe BV,Burgerweeshuispad 101 TRIPOLIS-1  1076 ER Amsterdam ,+31 204498111,+31 207099001,office@nikon.nl,http://www.nikon.nl,Mr. T. Iwaoka,"1,499,127,772 EUR"
Nimava Group BV,Huis Ter Heideweg 56 A  3705 LZ Zeist ,+31 306936444,+31 306931951,sales@nimava.nl,http://www.nimava.nl,Mr. A.G. Blommendaal,"6,806,703 EUR"
Nimpon Trade and Services B.V.,Joost van den Vondellaan 17  3705 JA Zeist ,+31 306971410,+31 306971411,info@nif.nl,http://www.nif.nl,Mr. M.M. Renne,"138,959,000 EUR"
Nintendo Benelux BV,Krijtwal 33  3432 ZT Nieuwegein ,+31 306097100,+31 306051110,contact@nintendo.nl,http://www.nintendo.nl,Mr. B. de Jong,"138,547,790 EUR"
Nippon Thompson Europe BV,Sheffieldstraat 35 -39  3047 AN Rotterdam ,+31 104626868,+31 104626099,,http://www.ikont.co.jp,Mr. K. Tanaka,"30,218,424 EUR"
Niref BV,Plaza 6  4782 SK Moerdijk ,+31 168386138,+31 168381125,office@niref.com,http://www.niref.com,Mr. B.C. Camejo Brizuela,"226,845,000 EUR"
Nispen Export BV,Neutronweg 4  4706 PL Roosendaal ,+31 165365751,+31 165365569,,,  ,"15,000,000 EUR"
NIVAM Nederlandse Industrie voor Acoustische Materialen BV,Cartesiusweg 127 A  3534 BC Utrecht ,+31 302635888,+31 302635840,verkoop@nivam.nl,http://www.nivam.nl,Mr. C.A. Laffra,"43,417,000 EUR"
NNZ BV,Aarhusweg 2  9723 JJ Groningen ,+31 505207800,+31 505207801,info@nnz.nl,http://www.nnz.nl,Mr. L.W.F. Boot,"115,260,000 EUR"
NNZ BV,De Poort 1  4413 NN Krabbendijke ,+31 113503310,+31 113502692,info@nnz.nl,http://www.nnz.nl,Mr. L.W.F. Boot,"38,034,743 EUR"
Nobiles Media Exploitatie BV,Basisweg 30  1043 AP Amsterdam ,+31 206231800,+31 206236219,info@nobiles.nl,http://www.nobiles.nl,Mrs. H.C. Kesselaar-Kruijer,"577,200,000 EUR"
Noble Chemicals B.V.,Beechavenue 54  1119 PW Schiphol-Rijk ,+31 206562222,+31 206401676,chemicals@thisisnoble.com,http://www.oxydem.nl,Mr. J.M. Alam,"113,163,000 EUR"
Nokia Sales International Oy,Laan van Oversteen 14 A  2289 CX Rijswijk ,+31 703077065,+31 703906437,,http://www.nokia.nl,Mr. K. Tähtivuori,"325,188,000 EUR"
Nomura Nederland NV,Strawinskylaan 3019 Atrium 1hg  1077 ZX Amsterdam ,+31 205999000,+31 204684682,,http://www.nomura.com,Mr. T. Tauchi,"21,800,000 EUR"
Noord-Europese Houtimport BV,Symon Spiersweg 10  1506 RZ Zaandam ,+31 756812211,+31 756812215,info@ne-hout.nl,http://www.ne-hout.nl,  ,"27,444,000 EUR"
Noordhoek Shipping BV,Industrieweg 29  4301 RS Zierikzee ,+31 111456000,+31 111456001,info@noordhoek.net,http://www.n-sea.com,Mr. G. Keser,"20,000,000 EUR"
Nordson Benelux BV,Bergerstraat 10  6226 BD Maastricht ,+31 433526000,+31 493626230,info@nordson.com,http://www.nordson.com,Mr. P.M.N.M. Spronck,"30,246,342 EUR"
Norfolkline B.V.,"Kranenburgweg 180  2583 ER Gravenhage,'s- ",+31 703527400,+31 703527435,dover.pax@dfds.com,http://www.norfolkline.com,Mr. V.L. Möller,"754,005,000 EUR"
Norgren BV,Transistorstraat 2  1322 CE Almere ,+31 365486828,+31 365365808,info@nl.norgen.com,http://www.norgren.com/nl,Mr. M.T.J. Verhulsdonck,"12,708,000 EUR"
Northern Engineering Services (N.E.S.) BV,Bakkenzuigerstraat 88  1333 HA Almere ,+31 365494200,+31 365290144,info@nesbv.nl,http://www.nesbv.nl,Mr. G. de Jong,"6,424,000 EUR"
Northern Linen BV,Rondweg 23  6515 AS Nijmegen ,+31 243489000,+31 243489090,info@northern-linen.com,http://www.northern-linen.com,Mr. J.A.M. Wijkamp,"27,000,000 EUR"
Noton BV,Huizermaatweg 3 A  1273 NA Huizen ,+31 355262031,+31 355242871,valves@noton.nl,http://www.noton.nl,Mr. A.R.D. Dros,"6,400,000 EUR"
Novar Nederland BV,Oeverkruid 14  4941 VV Raamsdonksveer ,+31 162520290,+31 162517858,info@esser-systems.nl,http://www.novar.nl,Mr. M.P.F. van Gaal,"226,324,000 EUR"
Novartis Consumer Health BV,Claudius Prinsenlaan 142  4818 CP Breda ,+31 765330000,+31 765330033,,http://www.novartis.com,Mr. J.C. Bacos,"37,083,000 EUR"
Novartis Pharma BV,Raapopseweg 1  6824 DP Arnhem ,+31 263782100,+31 263640567,mid.phnlar@novartis.com,http://www.novartis.nl,Mr. O.R.J. Luimers,"256,361,000 EUR"
Novisec Security Systems,Solvayweg 19  6049 CP Roermond ,+31 475371371,+31 475371370,info@novisec.nl,http://www.novisec.nl,Mr. C.M. Kloet,"126,587,000 EUR"
NOVO Nordisk BV,Flemingweg 18  2408 AV Alphen a.d. Rijn ,+31 172449494,+31 172444709,informatie@novonordisk.nl,http://www.novonordisk.nl,Mr. S. Groenemeijer,"134,407,041 EUR"
Noxon Stainless BV,Vossenbeemd 51  5705 CL Helmond ,+31 492582111,+31 492538970,info@noxon.nl,http://www.noxon.nl,Mr. A.C.E. van der Heijden,"44,510,000 EUR"
NT Flowers BV,Jupiter 179  2675 LV Honselersdijk ,+31 174626939,+31 174624348,info@ntflowers.nl,http://www.ntflowers.nl,Mr. B. Beco,"5,100,000 EUR"
Nu-Swift Brandbeveiliging BV,Ringoven 45  6826 TP Arnhem ,+31 263630330,+31 263640828,info@nu-swift.nl,http://www.nuswift.nl,Mr. T.F. Elbers,"9,012,000 EUR"
Nucletron Operations BV,Waardgelder 1  3905 TH Veenendaal ,+31 318557133,+31 318550485,,http://www.nucletron.com,Mr. J.A. Lapré,"75,880,000 EUR"
Nudim BV,Brandaris 58  2134 XT Hoofddorp ,+31 297365084,+31 297365076,info@nudim.nl,http://www.nudim.nl,Mr. J. Iglesias Iguacel,"8,000,000 EUR"
NV Nederlandse Gasunie,Concourslaan 17  9727 KC Groningen ,+31 505219111,+31 505211999,communicatie@gasunie.nl,http://www.nvnederlandsegasunie.nl,Mr. P.C. van Gelder,"8,894,092,235 EUR"
NV Organon,Molenstraat 110  5342 CC Oss ,+31 412661222,+31 412662617,info@organon.com,http://www.organon.com,Mr. J.M.J. van Raaij,"2,715,000,000 EUR"
NV Vandemoortele,Molenvaart 12  6442 PL Brunssum ,+31 455277575,+31 165554166,sales.nl@vandemoortele.com,http://www.vandemoortele.nl,Mr. F.J.C.M.M. Goethals,"28,696,225 EUR"
NWL Netherlands Services BV,Edisonstraat 8  5051 DS Goirle ,+31 135311660,+31 135311699,info@spur-nl.com,http://www.newellrubbermaid.com,Mr. T. Mesotten,"26,225,000 EUR"
Nyk Line (Benelux) BV,Aert van Nesstraat 45  3012 CA Rotterdam ,+31 104031400,+31 102332113,benelux.marketing@ne.nykline.com,http://www.nykline.com,Mr. P.A.H. Erftemeijer,"7,617,899 EUR"
O'Neill Europe BV,Oosteinde 32  2361 HE Warmond ,+31 715600800,+31 715600450,,http://www.oneilleurope.com,  ,"264,896,000 EUR"
O-I Manufacturing Netherlands B.V.,Buitenhavenweg 114  3113 BE Schiedam ,+31 104094444,+31 104094777,,http://www.o.i.com,Mr. G.P.J. van den Berg,"137,698,000 EUR"
Oceana Air Sea Trading Company BV,Sheffieldstraat 89  3047 AN Rotterdam ,+31 104280247,+31 104293954,,http://www.oceano.nl,Mr. N.R. Carrick,"5,572,000 EUR"
Odijk's Handelmaatschappij BV,Mercuriusweg 14  3113 AR Schiedam ,+31 104266655,+31 104271717,sales@odijk.nl,http://www.odijk.nl,Mr. A.R.S.P. Borgeld,"56,008,000 EUR"
Odink & Koenderink BV,Parallelweg 10  7482 CA Haaksbergen ,+31 535730303,+31 535726315,info@odink-koenderink.nl,http://www.gepowercontrols.com,Mr. P.A. Marshall,"27,255,000 EUR"
ODS B.V.,Donk 6  2991 LE Barendrecht ,+31 180640911,+31 180640275,info@odsbv.nl,http://www.odsbv.nl,Mr. J.P. Sinnige,"320,181,000 EUR"
Offerman Hazerswoude BV,Twentepoort Oost 5  7609 RG Almelo ,+31 546547000,+31 546871285,info@zwanenberg.nl,http://www.zwanenberg.nl,Mr. A.T.M. van der Laan,"296,285,000 EUR"
Office for Metropolitan Architecture (O.M.A.) Stedebouw BV,Heer Bokelweg 149  3032 AD Rotterdam ,+31 102438200,+31 102438202,,http://www.oma.eu,Mr. D. Gianotten,"21,524,044 EUR"
Ofichem BV,Heembadweg 5  9561 CZ Barnflair ,+31 599583433,+31 599582734,weiteoldenziel@ofichem.com,http://www.ofichem.com,Mr. W.H. Oldenziel,"38,000,000 EUR"
Oiltanking Amsterdam BV,Heining 100 Westpoort No. 7451  1047 AH Amsterdam ,+31 204070100,+31 204979009,commerce.amsterdam@oiltanking.com,http://www.oiltanking.com,Mr. Y.G. Vermeiden,"26,946,000 EUR"
Oim Amsterdam BV,Overtoom 283  1054 HW Amsterdam ,+31 206071888,+31 206071896,amsterdam@oim.nl,http://www.oim.nl,Mr. C.H. Falkenström,"22,583,076 EUR"
Oim Winschoten BV,S.W. Schortinghuisstraat 6  9671 CR Winschoten ,+31 597431239,+31 597431352,info@oim.nl,http://www.oim.nl,Mr. C.H. Falkenström,"22,583,076 EUR"
Oki Systems (Holland) bv,Neptunusstraat 27 -29  2132 JA Hoofddorp ,+31 235563740,+31 235563750,info@oki.nl,http://www.oki.nl,Mr. Ph. de Brabanter,"31,000,000 EUR"
Oldenboom Doetinchem BV,Grutbroek 33  7008 AL Doetinchem ,+31 314371717,+31 314371701,dotinchem@oldenboom.nl,http://www.oldenboom.nl,Mr. H. Glorius,"51,865,630 EUR"
Oldenboom Enschede BV,Staalsteden 17  7547 TA Enschede ,+31 314371717,+31 534285850,enschede@oldenboom.nl,http://www.oldenboom.nl,Mr. W.E. van Halteren,"51,865,630 EUR"
Oldenboom Kampen BV,Haatlandhaven 2  8263 AS Kampen ,+31 383315959,+31 383320280,kampen@oldenboom.nl,http://www.oldenboomkampen.nl,Mr. S. Kuijt,"51,865,630 EUR"
Olijslager Verf BV,Phileas Foggstraat 24  7821 AK Emmen ,+31 591633600,+31 591633722,info@olijslagerverf.nl,http://www.olijslager.nl,Mr. R. van Büseck,"22,390,000 EUR"
Omnia Plaatvloer BV,Monierweg 14 -16  7741 KT Coevorden ,+31 524515851,+31 524514561,info@omniaplaatvloer.nl,http://www.omniaplaatvloer.nl,Mr. H.B.A. Sieben,"704,872,000 EUR"
Omron Electronics BV,Wegalaan 61  2132 JD Hoofddorp ,+31 235681100,+31 235681188,omron-nl@eu.omron.com,http://www.industrial.omron.nl,Mr. M.E.M. Mulder,"608,318,929 EUR"
Omya Netherlands B.V.,Middenweg 47  4782 PM Moerdijk ,+31 168334000,+31 168334001,wim.heijnis@omya.com,http://www.omya.nl,Mr. M. Quick-Peters,"108,017,801 EUR"
Oneway Bike Industry BV,Molenbaan 3  2908 LL Capelle a.d. IJssel ,+31 103403500,+31 103403501,info@cube.nl,http://www.onewaybike.nl,Mr. L.J. van Winden,"26,500,000 EUR"
Ooms Bouw BV,Scharwoude 16  1634 EA Scharwoude ,+31 229547800,+31 229547801,info@oomsbouw.nl,http://www.oomsbouw.nl,Mr. P.H. Ooms,"15,129,000 EUR"
Ooms Materieel BV,Scharwoude 9  1634 EA Scharwoude ,+31 229547700,+31 229547701,info@ooms.nl,http://www.ooms.nl,Mr. K. Terpstra,"143,796,000 EUR"
Ooms Producten BV,Scharwoude 9  1634 EA Scharwoude ,+31 229547700,+31 229547701,info@ooms.nl,http://www.ooms.nl,Mr. K. Terpstra,"87,879,000 EUR"
Oostendorp Apparatenbouw BV,Voor de Kijkuit 1  4001 HG Tiel ,+31 344675555,+31 344675566,info@oostendorp.com,http://www.oostendorp.com,Mr. R.J.M. Vlek,"11,000,000 EUR"
Oostwouder Tank- En Silobouw B.V.,Kanaalkade 74  1756 AD 'T Zand Nh ,+31 224592310,+31 224592319,mail@oostwouderbv.nl,http://www.oostwouderbv.nl,Mr. J.H. Salden,"12,253,742 EUR"
Op den Velde Groep BV,Kleine Tocht 2  1507 CB Zaandam ,+31 756531410,+31 756531429,wout@opdenvelde.nl,http://www.opdenvelde.nl,Mr. W. op den Velde,"23,913,022 EUR"
Opra Turbines B.V.,Opaalstraat 60  7554 TS Hengelo Ov ,+31 742452121,+31 742452120,info@opra.nl,,Mr. F.R. Mowill,"14,301,002 EUR"
Optelec BV,Breslau 4  2993 LT Barendrecht ,+31 886783444,+31 886783400,info@optelec.nl,http://www.optelec.nl,Mr. M. Schaik,"37,654,000 EUR"
Optex Technologies BV,"Tiber 2  2491 DH Gravenhage,'s- ",+31 704194100,+31 703177321,info@optex.nl,http://www.secumatic.nl,Mr. R.J. de Vreede,"6,000,000 EUR"
Oracle Nederland BV,Hertogswetering 163  3543 AS Utrecht ,+31 655332160,+31 306699966,infomail_nl@oracle.com,http://www.oracle.com,Mr. M.A.J.J. van de Molen,"155,000,000 EUR"
Orapi Applied Nederland BV,Ondernemingsweg 16  2404 HN Alphen a.d. Rijn ,+31 172437221,+31 172436901,info@orapiapplied.nl,http://www.orapiapplied.nl,Mr. M. Duncan,"80,000,000 EUR"
Orffa Pharma BV,Vierlinghstraat 51  4251 LC Werkendam ,+31 183447755,+31 183443117,info@orffa.net,http://www.orffa.net,Mr. E.M.A. Ketels,"188,059,000 EUR"
Orga BV,Strickledeweg 13  3125 AT Schiedam ,+31 102085555,+31 104378445,info@orga.nl,http://www.orga.nl,Mr. R. van Beest,"16,489,000 EUR"
Organic Trade Company Holland BV,Bronsweg 7  8211 AL Lelystad ,+31 320289030,+31 320289039,info@otcholland.com,http://www.otcholland.com,  ,"10,000,000 EUR"
Ormco BV,Basicweg 20  3821 BR Amersfoort ,+31 334536161,+31 334570196,dorien.sanders@ormcoeurope.com,http://www.ormcoeurope.com,Mr. H.C.W. Fürstenberg,"92,320,150 EUR"
Orona The Netherlands BV,Curieweg 17  2408 BZ Alphen a.d. Rijn ,+31 172446116,+31 172446110,info@all-in-liften.nl,http://www.all-in-liften.nl,Mr. T.W. Vreman,"15,223,016 EUR"
Oskomera Group BV,Vuurijzer 23  5753 SV Deurne ,+31 493325100,+31 493325101,info@oskomera.com,http://www.oskomera.nl,Mr. P.J.C.M. Dekkers,"133,514,000 EUR"
Otra N.V.,Bovenkerkerweg 10 -12  1185 XE Amstelveen ,+31 205450345,+31 205450250,bbiner@otranv.com,http://www.otra-int.com,Mr. F.P.M. Poncet,"5,040,245,000 EUR"
Otter Feed Components BV,Havendijk 1001  3114 EL Schiedam ,+31 102041700,+31 102041710,trade@otter.nl,http://www.otter.nl,Mr. M.A. Noordermeer,"113,445,054 EUR"
Ottevanger Machinefabrieken BV,Moerkapelse Zijde 32  2751 DL Moerkapelle ,+31 795932221,+31 795931147,mkp@ottevanger.com,http://www.ottevanger.com,Mr. E.G.J. Ottevanger,"41,166,133 EUR"
Oud Reuchlin & Boelen BV,Rontgenlaan 21  2719 DX Zoetermeer ,+31 793634800,+31 793634801,info@weetvanwijn.nl,http://www.orbwijn.nl,Mr. C. Hintzen,"42,923,702 EUR"
Oukro BV,Laan van Malkenschoten 90  7333 NP Apeldoorn ,+31 555492190,+31 555428137,info@oukro.nl,http://www.oukro.nl,Mr. M.A.J. van Leent,"1,671,640,000 EUR"
Outokumpu BV,Lage Dijk 24  5705 BZ Helmond ,+31 492581999,+31 492533922,info.nl@outokumpu.com,http://www.avestapolarit.com,Mr. G. de Bleser,"54,162,000 EUR"
Ovako Twente BV,Bedrijvenpark Twente 295  7602 KK Almelo ,+31 546588666,+31 546588602,,http://www.ovako.com,Mr. A. Henjered,"12,289,088 EUR"
Overeem BV,Radonstraat 16  6718 WS Ede ,+31 318697811,+31 318697821,info@overeembv.nl,http://www.overeembv.nl,Mrs. I.B.A. Heijting,"1,682,800,000 EUR"
Overtoom International BV,Elandlaan 2  3734 CP Den Dolder ,+31 302296211,+31 302281594,info@overtoom.nl,http://www.overtoom.nl,Mr. A. Bours,"145,282,587 EUR"
Ovivo Holland BV,Energieweg 5  2382 NA Zoeterwoude ,+31 715899218,+31 715897429,info.nl@ovivowater.com,http://www.ovivowater.com,Mr. H.A. van der Kolk,"8,184,705 EUR"
