COMPANY,FSC_CODE,COUNTRY,CONTINENT,ADDRESS,CONT_PER,TELEPHONE,FAX,EMAIL,WEBSITE,ISSUDATE,EXPDATE,PRODUCTS
A.F. Ilas Gheorghe,SA-COC-1287,Romania,Europe,"Pietroasa, Nr. 103, Cod P. 3635, Jud. Bihor, Romania",Ilas Gheorghe; Ilas Adrian,00 40 722 914865,,29.08.03,28.08.08,"bird feeders, butterfly houses, insect houses, bat houses and hedgehog houses",,
Tabula S.R.L.,SA-COC-1367,Romania,Europe,"str. Racoczi Ferenc, nr.96, Odorheiu Secuiesc",David Emil,40 266 218 515,40 266 219 405,tabula@sigmasoft.ro ,,16.07.04,15.07.09,Curtain rings
S.C. M.D.F. SEBES FRATI S.A.,ICILA-COC-014,Romania,Europe,Str. Mihail Kogalniceanu 59 - 2575 Sebes - Jud. ALBA,Mr. Antonio De Blasi,-58801060,-58801159,a.deblasi@bipan.it ,www.gruppofrati.com/eng/aziende.htm,19.12.01,19.12.04,Raw and coated MDF boards
Kustyshev NM,SW-COC-1267,Russia,Europe,"Ul. Rucheynaya 5 Vukhtym, 168131 Priluzskiy Rayon, Komi ,",Mr. Nikolai Kustyshev,78213350150,,12.07.04,11.07.09,"Lumber softwood, undried Logs - pulpwood Aspen and birch Saw logs - softwood Spruce and pin",,
Kosikha and Nalobikha Sawmills,SA-COC-1137,Russia,Europe,"contact addres: Swallowfield, Eastergate Lane, Eastergate, Chichester West Sussex, PO20 6SJ, United Kingdom",Ms. Heather Godsmark,44 1243 543834,44 1243 543708,godsmark@lineone.net ,,17.03.00,17.03.05,"Round and sawn timber of Birch, Pine, Aspen produced by the Kosikhinsky Forest Enterprise sawmills"
OAO Noshulskij LZK,SW-COC-1073,Russia,Europe,"Sovetskaja str. 33, Noshul, Priluzshkij reg., Repulic Komi, 168150,",Mr. Vladimir Nikolajevich Polishchuk,+7 8213331236,+7 8213331216,noshul@komifree.ru ,,15.08.03,14.08.08,
Novoyeniseisky Forest Chemical Complex (NE FCC),SA-COC-1351,Russia,Europe,"1, 40 let Oktyabrya str., Lesosibirsk-6, Krasnoyarsk krai, 663131, Russia",Victor A. Chan-Sa,"(7) 39145-32199, (7) 39145-39125.","(7) 39145-39117, (7) 39145-39125",ne_ldk@wood.krasnet.ru ,,25.03.04,24.04.09,Sawn timber
OOO Luzales,SW-COC-1040,Russia,Europe,"Sovetskaya str. 1 Obyatchevo, Republic Komi 16813,",Mr. Vladimir Jakovlevich Mayboroda,+7 8212286234,+7 8212286240,byk_irina@mail.ru ,,01.08.03,31.07.08,Logs 330000 Lumber 10000
Syktyvkar Plywood Mill,SW-COC-1254,Russia,Europe,"66 Ukhtinskoye shossee Syktyvkar, 167026",Mr. Viktor Uvarov,7 8212 66 94 73,7 8212 66 90 21,info@plypan.com ,http://eng.plypan.com/,24.06.04,23.06.09,"Plywood birch, pine and mixed natural and coated plywood 130000"
Timber Production Pricebatch Ltd.,SA-COC-1138,Russia,Europe,"contact addres: Swallofield, Eastergate Lane, Eastergate, Chichester, West Sussex, PO20 6SJ, United Kingdom",Ms. Heather Godsmark,44 1243 543834,44 1243 543708,godsmark@lineone.net ,,17.03.00,17.03.05,"Small wooden items including hairbrushes, combs, soap dishes, ash trays, massagers and cosmetic sundries"
Paterson Timber Ltd,TT-COC-1744,Scotland,Europe,140 Elliot Street Glasgow G3 8EX,Mr Russell Paterson,0141 221 6445,0141 221 1842,info@paterson-timber.com ,,10.10.03,09.10.08,"FSC Certified Hardwoods, Softwoods and Board Materials."
Munro Sawmills Ltd,SGS-COC-0270,Scotland,Europe,"J.G.D. Munro Sawmills Ltd. Dingwall Sawmills Old Evanton Road Dingwall Ross-shire IV15 9RB Scotland, GB",Philip G. Blake,01349-863226,01349-864508,pgb@munrosawmills.com ,,01.06.99,01.06.09,"Pine, Spruce, Larch and Douglas Fir Fencing material (Slats) & garden sundries (Wood BlocX)"
Curtis Fine Papers Ltd,TT-COC-1822,Scotland,Europe,"Guardbridge Mill, Guardbridge, St Andrews, Fife KY16 0UU,",John Cairns,0044 (0) 1334 839551,0044 (0) 1334 839322,John_Cairns@curtisfinepapers.com ,www.curtisfinepapers.com,30.08.03,30.08.08,“Retreeve” Printing paper products
Curtis Fine Papers Ltd Dalmore Paper Mill,TT-COC-1760,Scotland,Europe,Milton Bridge Penicuik Midlothian EX26 One,,Fax: ,,28.11.03,27.11.07,,,
Fagus,SA-COC-1188,Slovakia,Europe,"Ubla 99, 06773, Ubla",Dusan Schuster,421 57 767 3105,421 57 767 3105,Ingschuster@euroweb.sk ,,17.12.01,16.12.06,"Late turned tool handles for spades, axed, hammers, picks and shovels, etc. Round wooden slatted items."
Kronospan Slovakia s.r.o.,SA-COC-1186,Slovakia,Europe,"Bardejovska 24, 08001 Presov",Lucia Krupova,421 51 7461 188,421 51 7461 174,krupova@kronospan.sk ,,07.12.01,07.12.06,Laminated edge-glued solid wood panels
Drevoindustria Sulov s.r.o,SGS-COC-1450,Slovakia,Europe,"Divizia 1; Holleho ulica; 014 01 Bytca, Slovakia",Herr Dipl.-Ing. Ivan Miciak,+421 821 2335,,18.07.03,17.07.08,"Furniture, sledges, wooden items",,
VIARD-H,SA-COC-1224,Slovakia,Europe,"Namestie slobody 18, 066 01 Humenne",Arpad Filcak,+ 421 57 779 6029,+ 421 57 779 6029,viard@stonline.sk ,,10.12.02,09.12.07,beech & oak boards & elements
Wizard spol. s.r.o.,SA-COC-1189,Slovakia,Europe,"Chotkanska 148/53, 09101 Stropkov",Dr Tibor Gornal,421 54 742 2032/33,421 54 742 2032/33,WIZARD1@stonline.sk ,,17.12.01,16.12.06,"elements (= modestly sized orthogonal piece of wood, typically sawn on six sides) and billets( = piece of wood sawn on six sides, but not orthogonal and typically pre-shaped in preparation for further machine processing)."
"Kronospan Slovakia, s.r.o",SA-COC-1373,Slovakia,Europe,"Bardejovská 24, 080 01 Prešov",Jan Kvaska,+421 51 7464490,+421 51 7461192,kvaska@kronospan.sk ,,24.08.04,23.08.09,"Chipboard (DTD) – a particleboard from sawdust and chips in various rate, mixed with glue and pressed, single or more stratified layers with different content of particles, thickness from 16 mm to 25 mm, Thin chipboard (TDTD) – as above with thickness from 3 mm to 10 mm, Fibreboard (MDF, HDF) – a particleboard produced from very small particles, (hardened fibreboard – HDF); Raw fibreboard is imported, Chipboards, thin chipboards and fibreboards are sold raw or further processed with single/double-faced overlay/plastic film in various décor for furniture industry, Laminated flooring – matchboard/tongue and groove flooring, Cladding panels – single faced wall covering"
"Lignospol, s.r.o.",SA-COC-1272,Slovakia,Europe,"Juzna trieda 93, 040 01 Kosice, Slovakia",Peter Hájnik,421 55 699 86 66,421 55 699 86 66,,22.07.03,21.07.08,Edged and unedged sawn lumber,
Drevo SV,SA-COC-1306,Slovakia,Europe,"Strojárska Centrum 2524, Snina 069 01",Peter Hoppej,421 905 449621,421 57 7781462,,06.11.03,05.11.08,"Raw softwood and hardwood logs, Sawn timber, Dimension timber, Scantlings",
Scottish Woodlands Slovakia,SA-COC-1307,Slovakia,Europe,067 82 Dlhe nad Cirichou 587,Michal Zak,421 57 7581831,421 57 7581820,,07.11.03,06.11.08,"Graded unedged sawn wood, square edged sawn wood planks, components, semi finished and finished wooden products",
Logmaster,SA-COC-1226,Slovakia,Europe,"Gasparovo, 976 64 Benus",Mr. Ladislav Fric,421 48 619 8824,421 48 619 8401,sekretariat@logmaster.sk ,,27.02.03,27.02.08,"Raw timber logs, Green planks, Stained beech furniture elements"
Udava a.s.,SA-COC-1369,Slovakia,Europe,"Udavské 171, 067 31 Udavské, Slovakia",Lubomir Galan,421 577 796 134,421 577 883 761,office@udava.sk ,,23.07.04,22.07.09,"Sawn timber, scantlings/elements, beams, sawmill off-cuts, sawdust (from the gang saw)."
Drevop s.r.o.,SA-COC-1219,Slovakia,Europe,"Dilhé nad Cirochou 584, Slovanesko",Ing. Stefan Nemcik,42 157 762 4711,42 157 762 3549,drevop@in.psg.sk ,,16.12.02,15.12.07,"Planks billets, elements, semi-finished and finished wooden items"
Zaga Pogorelc Marija Pogorelc S.P..,SGS-COC-1688,Slovenia,Europe,"Podtabor 10, SLO-1313 Struge, Slovenia",Ms. Marija Pogorelc,+386 1 7870 510,+386 1 7870 511,,25.03.04,24.03.09,"Sawn wood products, mainly beech",
Javor,SA-COC-1324,Slovenia,Europe,"Kolodvorska cesta 9a, 6257 PIVKA, Slovenia",Serdjo Karlic,386 5 72 10 300,386 5 72 10 310,Serdjo.karlic@javor.si ,,16.01.04,15.01.09,"Sliced veneer, beech plywood, beech solid and laminated chairs and tables, laminated components"
Gaj Mizarstvo Jakic Stane s.p.,SGS-COC-1751,Slovenia,Europe,"Zdenska vas 23, SLO–1312 Videm-Dobrepolje",Mr. Jakic Stane,+386 1 786 7013,+386 1 786 7014,,03.06.04,02.06.09,Paint brushes and other wooden items,
Adles d.o.o,SA-COC-1238,Slovenia,Europe,"Ob zeleznici 18, 1000 Ljubljana,Slovenia",Stane Miklic,+386 1 540 30 02,+386 1 540 30 13,,31.03.03,30.03.08,"Machined glued boards for furniture, stairs and floors",
Hoja Zaga Rob d.o.o.,SGS-COC-1694,Slovenia,Europe,"Rob 25, SLO-1314 Rob",Mr. Bostjan Logar,+386 1 788 1782,+386 1 788 1970,,30.03.04,29.03.09,"Sawn wood products, mainly beech",
ILMEST d.o.o.,ICILA-COC-016,Slovenia,Europe,Via Industrijska 5 - 5000 Nova Gorica,Mr. Bruno Dreon,+386 5330 9400,+386 5330 9410,bruno.dreon@ilcam.com ,,19.12.01,19.12.04,Forniture raw wooden elements and components
Lesonit D.D.,ICILA-COC-018,Slovenia,Europe,Nikole Tesle 11 - 6250 Ilirska Bistrica,Mr. Giorgio Barzazi,+386 5665 1352,+386 5639 7451,lesonit.lzvoz@siol.net ,,04.04.02,04.04.07,MDF boards row and melamine faced
Leis d.o.o.,SGS-COC-1114,Slovenia,Europe,"Ponikve NH, 1312 Videm-Dobrepolje",Herr Kastelic,386 1 780 7429,386 1 780 7429,,14.08.02,14.08.07,manufacture of household items,
Thomaz Strah,SGS-COC-1115,Slovenia,Europe,"Zagorica 32, 1312 Videm-Dobrepolje",Mr. Thomas Strah,386 1 780 8127,386 1 780 8127,,14.08.02,14.08.07,manufacture of household items,
Janez Nose,SGS-COC-1170,Slovenia,Europe,"Kompolje 101, 1312 Videm-Dobrepolje",Mr. Janez Nose,386 1 780 7073,n/a,,11.10.02,11.10.07,manufacture of household items,
Siler Raul s.p.,SGS-COC-1802,Slovenia,Europe,"Rob 13a, SLO-1314 Rob",Mr. Raul Siler,+386 1 787 3057,+386 1 787 3058,raul.siler@siol.com ,,27.08.04,26.08.09,"Sawn wood products, mainly beech"
ESOL Lesna Predelava,SA-COC-1237,Slovenia,Europe,"Belokranjska cesta 40, 8340 Crnomel, Slovenia",Majda Earic,Fax: ,esol@siol.net ,,31.03.03,30.03.08,Glued boards,
Silvaapis d.o.o.,SGS-COC-1675,Slovenia,Europe,"Ulica padlih borcev 31, 1000 Ljubljana, Slovenia",Mr. Matjaz Sivic,"+386 (0)1 565 68 40, +386 (0)1 534 38 14",+386 (0)1 568 45 49,matjaz@silvaapis.si ,,02.03.04,01.03.09,"Solid wood boards, veneer, furniture elements, parquet flooring from"
Maderas Iglesias S.A (Puerto),SW-COC-868,Spain,Europe,"Ctra. Atios - Pontellas, s-n. Porriño Galicia, 36400",Mr. Samuel Novoa Rodríguez,34 986 3376 51,34 986 3447 72,snovoa@grupo-ig.com ,www.maderasiglesias.es; www.grupo-ig.com,01.02.03,31.01.08,"Flooring (Solid Wood (pino abeto), Veneer"
La Salvadora S.A.,SGS-COC-1161,Spain,Europe,"C/mayor, 60.20150 Villabona, Guipuzcoa",Mr. Javier Artucha Tellería,34 943 690 700,34 943 690 597,jartucha@lasalvadora.com ,,29.07.02,29.07.07,paper bobin manufacturing containing at least 30% virgin wood FSC certified
Maderas Polanco S.A,SW-COC-943,Spain,Europe,"Carretera Cadiz-Malaga KM 9, 5 Chiclana, Cadiz",Sr. Juan Carlos Pavon,34.956.49.1111,34.956.49.1128,jcpavon@polanco.net ,www.polanco.net,01.05.03,30.04.08,Lumber (dimensional) madera aserrada y dimensionada Lumber (kiln-dried)
Cointer S.L.,SW-COC-1118,Spain,Europe,"Avda. de Orense, 1-B Marín, 36900-Pontevedra",Mr. Santiago Nogueira,++34 986 880600,++34 986 880 258,santiago_marin@nogar.es ,,15.11.03,14.11.08,Broker Importer
"Molduras Polanco Enri, S.A.",SW-COC-999,Spain,Europe,"Ctra. Cádiz-Málaga, Km 9,5 Chiclana Cádiz",Juan Carlos Pavon,34.956.49.1111,34.956.49.1128,jcpavon@polanco.net ,www.polanco.net,15.07.03,14.07.08,Furniture - outdoor / garden Urban furniture
Maderas del Noroeste S.A.,SW-COC-975,Spain,Europe,"Carretera de San Pedro Nº 298-300 Ferrol Galicia, 15405",Javier Nuñez López,34.981.333915,34.981.333916,maderas@maderasnoroeste.es ,www.maderasnoroeste.es,15.06.03,14.06.08,"Lumber Sawn timber - timber planks, lengths, logs"
Alberch SA,SW-COC-909,Spain,Europe,"Carretera de Mataró, 27 Badalona, Barcelona, 08910",Sr. Carles Alberch,34.93.389.4200,34.93.389.4442,carles@alberch.com ,www.alberch.com,01.04.03,01.04.08,Flooring outdoor Lumber treated wood and dried wood Furniture Urban furniture
"Santa & Cole Ediciones de Diseño, S.A",SW-COC-1177,Spain,Europe,"C/ Dolors Graners Nº32 08440 CARDEDEU, Barcelona",Rt. Hon. Jose Antonio Fernandez Herrera,++34 93 846 24 37,++34 93 871 17 67,joseaf@santacole.com ,www.santacole.com,16.03.04,15.03.09,
"Masco Mobiliario, S.L. (ALVIC)",SGS-COC-1309,Spain,Europe,"Ctra. Alcalá la Real s/n, Alcaudete (Jaen)",Mr. José Antonio Vilichez Jiménez,+34 953 56 2002,+ 34 953 56 1142,jvilchez@grupoalvic.com ,,14.02.03,14.02.08,"manufacture and sale of kitchen furniture kits postforming elements, doors for kitchen furniture, components for bathroom furniture kits and wardrobe made of melamine film over chipboards and MDF boards, containing at least 30% virgin wood fsc certified"
"Construcciones en Madera Badía, S.L.",SW-COC-1169,Spain,Europe,"German Estruch, 6 El Prat de Llobregat Barcelona, 08820",Mr. Jose Antonio Badía,93 379 12 23,93 370 78 24,badiasl@telefonica.net ,,05.03.04,04.03.09,Furniture Urban Furniture
Maderas de Ultramar S.A.,SW-COC-688,Spain,Europe,"Crta. Llano de Quart Km 2,32 Aldaya - Valencia",Sr. José Miguel Jimenez,0034 961 500866,0034 91 500 266,jmjimenez@tamalsa.com ,www.tamalsa.com,01.04.02,31.03.07,"madera aserrada y dimensionada, kiln dried, especies frondosas y resinosas y productos semi-terminados como paneles, finger-joint"
Tamalsa Compañía de Maderas SA,SW-COC-689,Spain,Europe,"Crta. Llano de Quart Km 2,32 Aldaya - Valencia",Sr. José Miguel Jimenez,0034 961 500 866,0034 91 500 266,jmjimenez@tamalsa.com ,www.tamalsa.com,01.04.02,31.03.07,"Timbers kiln dried, dimension timbers madera frondosas, resinosas y tropicales"
"INDUSTRIAS AUXILIARES FAUS, S.L.",SGS-COC-0873,Spain,Europe,"Avda. d’Almansa s/n. P.O. Box 69.46700 GANDIA, Valencia",JUAN ANDRES MOLINA FAUS,-1887.31,-1887.315,calidad@fausgroup.com ,,18.12.01,17.12.06,Suelo laminado conteniendo al menos el 30% de madera certificada FSC -(Laminated flooring contening at least 30% of FSC certified wood)
BIOFUSTA S.L.,SW-COC-530,Spain,Europe,"Poligono Industrial Uxo Lanz Calle D - Nave 15 La Vall d´Uixo (Castellon), 12600",Fernando Sanchez-Heredero Gonzalez,34-964-69-6850,34-964-66-6608,biofusta@biofusta.com ,,01.07.01,30.06.06,"Doors, Furniture - househol, Windows, Lumber"
"Luvipol, c/ Oscar Espla",SGS-COC-0339,Spain,Europe,"14, Crevillente(Alicante) 03330",Mr J Francsco Diaz Mas,+34 96 540 6464,+34 96 540 44 12,puertas@luvipol.com ,,14.10.99,14.10.04,Fabricación de puertas de madera certificado con porcentaje de material certificado mayor de 70%.
"MDC, S.A.",SGS-COC-0393,Spain,Europe,"P. Font del Ferro, 55",Mr. Antoni Brugarola / Mr. David Ramón,34 972- 87.22.26,34 972- 86.87.50,,10.01.00,10.01.05,Lamps and lighting crafts with wood components.,
Maderas Iglesias S.A (Greenkett/Louro),SW-COC-867,Spain,Europe,"Ctra. Atios - Pontellas, s-n. Porriño Galicia, 36400",Rita Lopez Seguin,34 986 3376 51,34 986 3447 72,rlopez@grupo-ig.com ,www.maderasiglesias.es; www.grupo-ig.com,01.02.03,31.01.08,"flooring (greenkett Tongue & groove, veneer and solid), veneer, lumber (pino abeto)"
Maderas y Chapas Blanquer,SW-COC-1223,Spain,Europe,"Avda. Levante s/n Pol. San Francisco Beniparrell, CP:46469 VALENCIA ,",Sra. Trinidad Sempere Blanquer,+ (34) 961201963,+ (34) 961202237,blanquer@blanquer.com ,,18.05.04,17.05.09,Timbers Saw timber Veneer
Fustes Garolera S.A.,SW-COC-1232,Spain,Europe,"Ctra. Girona- Sant Feliu de Guíxols Km 14,170 Cassá de la Selva CP:17244 GIRONA",Ramón Garolera - Gerente,+ (34) 972460932,+ (34) 972463466,fgarolera@fustesgarolera.com ,www.fustesgarolera.com,09.06.04,08.06.09,
"Diseño Ahorro Energético, S.A. (DAE)",SW-COC-1251,Spain,Europe,"Pol. Industrial Sant Jordi- Marcel lí Gené,16 08800 Vilanova i la Geltrú, Barcelona,",Sr. Antonio Milá,+34 93 814 9400,amila@dae.es ,,22.06.04,21.06.09,,
Maderas San Martin (Lisardo González S.L.),SW-COC-1252,Spain,Europe,"San Martín s/n 32005 Villamarín, Ourense",Sra. Ana Isabel Feijoo Gonzalez,34 988286038,34 988286077,msm@maderassanmartin.com ,www.maderassanmartin.com,30.06.04,29.06.09,Importer Primary manufacturer
Derivados y Madera S.A.,SW-COC-1233,Spain,Europe,"Camino Viejo de Gandía s/n Bellreguard, CP:46713 VALENCIA ,",Ms. Marta Chova Pons,(34) 962815363,(34) 962815337,derimasa@carpema.es ,,06.09.04,06.08.09,Timbers Sawn timber
IBERSILVA SERVICIOS (Trading Dept),SGS-COC-1767,Spain,Europe,"Avda. De Burgos, 16D – 6ºIzda. Edificio “Euromor” 28036 Madrid (España)",Fernando Sanchez Fernandez,-2008593,-2008599,,18.06.04,17.06.09,"Purchase and commercialisation of FSC certified wood (timber, sawn wood and boards, etc) (Trading Dept.) Compra y comercialización de maderas certificadas FSC (madera en rollo, aserrada, tableros, etc.) – Dpto. trading",
"Grumal, S.L.",SW-COC-1125,Spain,Europe,"Gerraundi 1 Azpeitia, 20730 Gipuzkoa,",Mr. Josu Zuazolazigorraga,943 15 70 08,943 15 71 32/33,calidad@grumal.com ,,15.01.04,14.01.09,Medium density fiberboard Furniture kits fronts for kitchen and bathroom cabinets
"M. Riera, S.A. Y Carpi-Rapid, S.L.",SW-COC-1208,Spain,Europe,"C/ des Fusters, Parcelas 19-20-21 Polígono industrial Manacor, Manacor CP: 07500 Illes Balears,",Sr. Simó Tortella,(+34) 971 550545,joseriera@mriera.com ,www.mriera.com,27.04.04,26.04.09,Doors Flooring Windows Boards,
"Maderas Medina, S.A.",SW-COC-1262,Spain,Europe,"Carretera de Cabañas, s/n 45300 Ocaña, Toledo",Ms. Lourdes Moreno,0034 925120229,0034 925120770,mmedina@infonegocio.com ,www.maderasmedina.com,08.07.04,07.07.09,
Maderas Francisco Rodriguez,SW-COC-1211,Spain,Europe,"C/ Pérez de Ayala,25 33208 Gijón",Mr. Jose Luis López,985 152 700,985 388 424,mad_fco@teleline.es ,,29.04.04,28.04.09,
"ACONDA PAPER, S.A.",SGS-COC-1735,Spain,Europe,"Headoffice: C/ Alcalde Barnils, 64. Edificio Prima. Modulo A. 2ª planta. 08190 Sant Cugat del Valles (Barcelona- Spain) Paper plant: Ctra. San Llorenç, 5. 17463 Flaçà. (Girona- Spain)",Joan Maria Carulla,+34-972-48 80 00,+34-972-48 83 03,,21.05.04,20.05.09,"Different format, composition and weight papers. Papeles de diferentes formatos, composición y gramajes",
Compañia Insular Mercantil S.A.,SW-COC-1188,Spain,Europe,"Mare de Deu de la Victoria,1 07008 Palma de Mallorca,",Sr. Ignacio Fernández,0034 971271850,0034 971244774,cimsa_maderas@vodafone.es ,,01.04.04,31.03.09,Timbers Sawn timber
"Comercial Industrial Bargar Garau y Barcelo, S.A.",SW-COC-1189,Spain,Europe,"Ctra. Palma-Inca, Km. 6,700, Urb. C. as Capita Marratxi Mallorca, Illes Balears, 07141",Sr. Miguel Serrano,0034 971600184,0034 971600350,"bargar@inicia.es, bargar@inicia.com ",www.onitet.es/bargar,05.04.04,04.04.09,Timbers Sawn timber
Maderas Lasa y Lecumberri,SW-COC-1201,Spain,Europe,"Alto de Irurain s/n 20130 Urnieta, Gipuzkoa,",Mr. Jokin Huici,34 943 33 50 29,34 943 33 52 15,layle@layle.com ,www.layle.com,16.04.04,15.04.09,Boards Boards & Planks
Carpintería Vicens S.L.,SW-COC-1179,Spain,Europe,"Cremi Ferrers, 29 07009 Palma de Mallorca,",Sr. Bernat Vicens,0034 971432688,0034 971432660,fustvicens@futurnet.es info@carpinteriavicens.com ,,16.03.04,15.03.09,Furniture - outdoor / garden Construction elements
Fustería Font S.A.,SW-COC-1185,Spain,Europe,"Ctra. Pollenca-Port, s/n Pollenca, Illes Balears, 07460",Sr. Santiago Flórez,0034 971530467,0034 971534813,fusfont@telefonica.net ,,30.03.04,29.03.09,Flooring Furniture - outdoor / garden Construction elements
"Jannone, S.A.",SW-COC-1224,Spain,Europe,"Carretera de las exclusas S/N CP Sevilla, 41011",Teresa Olmedo Halcon,34-954990588,34-954990699,madera@jannone.net ,www.jannone.net,25.05.04,24.05.09,Lumber
Interbuild Scandinavia AB,SGS-COC-0754,Sweden,Europe,"Box 101 87,S-434 22 Kungsbacka",Greger Schölander,+0300 161 00,+ 0300 161 75,greger@interbuild.se ,,19.07.01,19.07.06,solid wood products
East Coast Timber AB,SW-COC-751,Sweden,Europe,"Norra Storgatan 32 P O Box 48 579 02 BERGA,",Mr. Mats Åborn,46 491 59010,46 491 59040,mats@hn-tra.se ,,01.08.02,31.07.07,Lumber (softwood)
AB SKANDITRÄ,SCS-COC-00490,Sweden,Europe,Västergatan 22 SE-211 21 Malmö,Mr. Andreas Olofsson,+ 46-40-17 49 00,+46-40-12 03 82,andreas.olofsson@skanditra.com ,www.skanditra.com,23.01.03,23.01.08,Back-to-back brokering of hardwood for flooring. Hardwood for flooring processed within the company.
BJU I Rottne AB,SGS-COC-1072,Sweden,Europe,Box 53 360 40 VÄXJÖ,Lotta Citron,+ 0470-916 10,+ 0470-915 06,lotta.citron@jabo.se ,,25.06.02,25.06.07,The manufacture and sale of glulamjoint containing a minimum of 70 % certified raw material.
Forbo Flooring AB,SCS-COC-00445,Sweden,Europe,"PO Box 172, SE-401 22 Gothenburg,",Ms Susanne Amholt,+46-31 89 21 26,+46-31 28 44 47,susanne.amholt@forbo.se; info@forbo.se ,www.forbo.se,10.07.02,10.07.07,Back-to-back brokering of parquet floors. At least 82% of the wood used in the manufacturing process comes from FSC-certified forests
Wirell Generation AB,SGS-COC-0678,Sweden,Europe,"box 43, SE-343 76 Liatorp",Mr. Hakan Wirell,+ 46 47 620 456,+ 46 4762 20 244,hakan@wirell.se ,,01.05.01,01.05.06,the manufacture of storage shelves from planed boards
Color Print Dalarna,SGS-COC-1050,Sweden,Europe,"P O Box 879, 781 28 Borlänge",Mr. Staffan Lannerbro,+ 46 243 79 4950,+ 46 243 79 4951,,01.05.02,30.05.07,various printed matter to customer specification,
"Rottneros Rockhammar AB, Rottneros Bruk",SGS-COC-1058,Sweden,Europe,"Rottneros Bruk, SE-686 94 Rottneros",Mr. Tomas Wikman,+ 8 590 010 52,+ 8 590 010 02,,03.04.02,03.04.07,CTMP pulp and mechanical pulp,
Norrfog AB,SGS-COC-1023,Sweden,Europe,Box 133 930 70 Mala,Mr. Lars Eriksson,+ 960 203 10,n/a,lars.eriksson@norrforg.se ,,09.05.02,09.05.07,sawn board and glulam joint of spruces
Uppsala Träprodukter AB,SGS-COC-1001,Sweden,Europe,"Uppsala träprodukter AB, S:t Persgatan 21, 753 20 Uppsala",Mr. Olof Jansson,+ 46 18-12 19 30,+46 18-12 19 10,,15.04.02,15.04.07,Sawn boards,
"Rottneros Rockhammar AB, Rockhammars Bruk",SGS-COC-0996,Sweden,Europe,"Rockhammars bruk, SE-71881 Frovi",Mr. Tomas Wikman,+ 46 8-590 010 52,+46 8-590 010 02,,10.04.02,10.04.07,CTMP pulp,
Forbo Parquet AB,SCS-COC-00410,Sweden,Europe,Fabriksgatan 12 SE-543 50 Tibro,Tobias Lindblad,46-504-439 23,+46-504-137 93,tobias.lindblad@forbo.com ,,08.04.02,08.04.07,Parquet floors.
Trafixama I Kvamasen AB,SGS-COC-0624,Sweden,Europe,"Asvagen 8, SE-93592 Norsjo",Patrik Lindgren,46 91 850090,4691 850045,,08.02.01,07.02.06,Further processing of wood products out of planed boards from AssiDoman Mala,
Sveaskog Förvaltnings AB Virkesmarknad,SGS-COC-0900,Sweden,Europe,"Pipersväg 2, Solna SE-105 22 Stockholm",Heléne Carlsson,46 (0)19 195000,46 (0)19 195025,Helene.carlsson@asdo.se ,,17.01.02,17.01.07,"Pine, spruce and hardwood logs"
